,0,1,2,3
"Art. 25. Os Tribunais Regionais do Trabalho deverão cooperar com fiscalizações promovidas por terceiros legitimamente interessados, desde que sejam observadas as seguintes condições: 
I - sejam informadas em tempo hábil; 
II - tenham motivação objetiva e razoável; 
III - não afetem a proteção de dados pessoais não abrangidos pelo propósito da fiscalização; e 
IV - não causem impacto, dano ou interrupção nos equipamentos, pessoal ou atividades dos Tribunais.

Parágrafo único. A inobservância das PPDPS acarretará a apuração da responsabilidade penal, civil e administrativa previstas nas normas internas dos Tribunais Regionais do Trabalho, e na legislação em vigor.     ",Não,Resolução nº 309/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 26. A proteção de dados pessoais de magistrados, de servidores e de colaboradores deverá observar as determinações fixadas pelo Conselho Nacional de Justiça e pela Autoridade Nacional de Proteção de Dados, na forma da LGPD e da legislação e regulamentação correlatas",Não é item de conformidade,Resolução nº 309/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 27. Os casos omissos serão resolvidos pelas Presidências dos Tribunais Regionais do Trabalho. 

Art. 28. Esta Resolução entra em vigor na data de sua publicação.",Não é item de conformidade,Resolução nº 309/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 1º A expedição, a gestão e o pagamento das requisições judiciais previstas no art. 100 da Constituição Federal, no âmbito da Justiça do Trabalho são disciplinadas pelas resoluções do Conselho Nacional de Justiça e por esta Resolução.  ",Não é item de conformidade,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 1º A expedição, a gestão e o pagamento das requisições judiciais previstas no art. 100 da Constituição Federal, no âmbito da Justiça do Trabalho são disciplinadas pelas resoluções do Conselho Nacional de Justiça e por esta Resolução. 
Parágrafo único. Os Tribunais Regionais do Trabalho deverão, no âmbito das respectivas competências, expedir atos normativos complementares de acordo com as peculiaridades locais, devendo adequar os já existentes aos termos desta Resolução, bem como à Resolução CNJ nº 303/2019.  ",Sim,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 2º Para os fins desta Resolução, considera-se: 
I – juiz da execução, o magistrado de primeiro ou segundo grau junto do qual tramita processo judicial que tenha por objeto obrigação pecuniária de responsabilidade da Fazenda Pública; 
(...)",Não é item de conformidade,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 2º Para os fins desta Resolução, considera-se: 
(...)
II – crédito preferencial, o crédito de natureza alimentar, previsto no art. 100, § 1°, da Constituição Federal; 
(...)",Não é item de conformidade,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 2º Para os fins desta Resolução, considera-se: 
(...)
III – crédito superpreferencial, a parcela que integra o crédito de natureza alimentar, passível de fracionamento e adiantamento, nos termos do art. 100, § 2°, da Constituição Federal, e do art. 102, § 2º, do Ato das Disposições Constitucionais Transitórias – ADCT;   
(...)",Não é item de conformidade,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 2º Para os fins desta Resolução, considera-se: 
(...)
IV – entidade devedora, a pessoa jurídica de direito público condenada definitivamente e responsável pelo pagamento do precatório ou requisição de obrigação definida como de pequeno valor, incluídas as sociedades de economia mista e as empresas públicas cuja prerrogativa de execução por tais modalidades tenha sido reconhecida judicialmente;   
(...)",Não é item de conformidade,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 2º Para os fins desta Resolução, considera-se: 
(...)
V – ente devedor, o ente federado subordinado ao regime especial de pagamento de precatórios disciplinado nos arts. 101 e seguintes do ADCT;  
(...)",Não é item de conformidade,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 2º Para os fins desta Resolução, considera-se: 
(...)
VI – como momento de apresentação do precatório, para efeito do disposto no caput do art. 100 da Constituição Federal, o do recebimento do ofício precatório perante o Tribunal ao qual se vincula o juízo da execução;  
(...)",Não é item de conformidade,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 2º Para os fins desta Resolução, considera-se: 
(...)
VII – como o foro competente para celebração de conciliações em precatórios onde podem funcionar o Presidente do Tribunal ou magistrado por ele designado, o Juízo Auxiliar de Conciliação de Precatórios.",Não é item de conformidade,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 3° A gestão de precatórios e das obrigações de pequeno valor no âmbito da Justiça do Trabalho será realizada por meio do satélite nacionalizado do Processo Judicial Eletrônico, denominado Sistema de Gestão Eletrônica de Precatórios - GPREC  
(...)",Não é item de conformidade,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 3° A gestão de precatórios e das obrigações de pequeno valor no âmbito da Justiça do Trabalho será realizada por meio do satélite nacionalizado do Processo Judicial Eletrônico, denominado Sistema de Gestão Eletrônica de Precatórios - GPREC. 
§ 1º O sistema GPREC deverá permitir a extração estatística do e-Gestão e de metadados pelo DATAJUD do Conselho Nacional de Justiça, através do PJe, e a confecção de relatórios gerenciais.  
(...)",Não é item de conformidade,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 3° A gestão de precatórios e das obrigações de pequeno valor no âmbito da Justiça do Trabalho será realizada por meio do satélite nacionalizado do Processo Judicial Eletrônico, denominado Sistema de Gestão Eletrônica de Precatórios - GPREC. 
(...)
§ 2º Os precatórios, as requisições de pequeno valor de entes e entidades federais e as requisições de pequeno valor dos entes e entidades estaduais ou municipais que tenham descentralizado recursos para o Tribunal Regional do Trabalho tramitarão no PJe em uso na Justiça do Trabalho de segundo grau, de modo individualizado e independente em relação aos autos do processo de origem.  ",Não é item de conformidade,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 4º Os setores dos Tribunais responsáveis pelo processamento de precatórios deverão ser diretamente vinculados à Presidência, e devem dispor de estrutura adequada ao cumprimento das atribuições que lhe competem. 
(...)",Sim,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 4º Os setores dos Tribunais responsáveis pelo processamento de precatórios deverão ser diretamente vinculados à Presidência, e devem dispor de estrutura adequada ao cumprimento das atribuições que lhe competem. 
Parágrafo único. Atende ao disposto no caput não apenas a vinculação direta à Presidência como também aquela vinculação realizada diretamente na Secretaria-Geral da Presidência. ",Não é item de conformidade,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
Art. 5º O provimento dos cargos técnicos de assessoramento superior no setor de precatórios deverá recair exclusivamente sobre servidores de carreira do Tribunal.,Sim,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 6º As atribuições próprias do Presidente, no que se refere a precatórios e requisições de pequeno valor, podem ser objeto de afetação ou delegação, de comum acordo, a outro desembargador que integre a Administração do Tribunal.  ",Não é item de conformidade,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 7º O pagamento de débito judicial superior àquele definido em lei como de pequeno valor será realizado mediante a expedição de precatório.  
(...)",Não é item de conformidade,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 7º O pagamento de débito judicial superior àquele definido em lei como de pequeno valor será realizado mediante a expedição de precatório.  
§ 1º O débito judicial considerado de pequeno valor observará os termos do art. 100, §§ 3º e 4º, da Constituição Federal.  
(...)",Não é item de conformidade,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 7º O pagamento de débito judicial superior àquele definido em lei como de pequeno valor será realizado mediante a expedição de precatório.  
(...)
§ 2º É vedada a expedição de precatório complementar ou suplementar de valor pago, bem como o fracionamento, repartição ou quebra do valor da execução, para fins de enquadramento de parcela do total ao que dispõe o § 3º do art. 100 da Constituição Federal.  
(...)",Não é item de conformidade,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 7º O pagamento de débito judicial superior àquele definido em lei como de pequeno valor será realizado mediante a expedição de precatório.  
(...)
§ 3º Será requisitada, mediante precatório, a parcela do valor da execução, quando o valor total devido ao beneficiário superar o montante definido como obrigação de pequeno valor, sobretudo em caso de: 
I – pagamento de parcela incontroversa do crédito;  
(...)",Não é item de conformidade,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 7º O pagamento de débito judicial superior àquele definido em lei como de pequeno valor será realizado mediante a expedição de precatório.  
(...)
§ 3º Será requisitada, mediante precatório, a parcela do valor da execução, quando o valor total devido ao beneficiário superar o montante definido como obrigação de pequeno valor, sobretudo em caso de: 
(...)
II – reconhecimento de diferenças originadas de revisão de precatório; 
(...)",Não é item de conformidade,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 8º Será cobrada pelo mesmo precatório a diferença apurada a maior, quando se tratar de crédito resultante de erro material ou de inexatidão aritmética dos cálculos do precatório, ou na hipótese de substituição, por força de lei ou de decisão com efeito vinculante, do índice aplicado.   ",Não é item de conformidade,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 9º Na hipótese de reclamação plúrima, será considerado o valor devido a cada litisconsorte, expedindo-se, simultaneamente, se for o caso: 
a) requisições de pequeno valor em favor dos credores cujos créditos não ultrapassam os limites definidos no art. 38 desta Resolução; e  
(...)",Não é item de conformidade,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 9º Na hipótese de reclamação plúrima, será considerado o valor devido a cada litisconsorte, expedindo-se, simultaneamente, se for o caso: 
(...)
b) requisições mediante precatório para os demais credores. 
(...)",Não é item de conformidade,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 9º Na hipótese de reclamação plúrima, será considerado o valor devido a cada litisconsorte, expedindo-se, simultaneamente, se for o caso: 
(...)
§ 1º Os ofícios precatórios serão elaborados individualmente, por beneficiário, serão encaminhados ao Tribunal por meio do sistema GPREC, e deverão tramitar, de forma individual, na classe 1265 “Precatório”, no PJe de segundo grau.  
(...)",Sim,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 9º Na hipótese de reclamação plúrima, será considerado o valor devido a cada litisconsorte, expedindo-se, simultaneamente, se for o caso: 
(...)
§ 2º As requisições de pequeno valor serão elaboradas, individualmente, por beneficiário, e, quando a devedora for a União, suas autarquias ou fundações, deverão ser encaminhadas ao Tribunal por meio do sistema GPREC e deverão tramitar na classe 1266 “Requisição de Pequeno Valor”, no PJe de segundo grau. 
(...)",Sim,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 9º Na hipótese de reclamação plúrima, será considerado o valor devido a cada litisconsorte, expedindo-se, simultaneamente, se for o caso: 
(...)
§ 3º Não deverá ser observado o disposto no caput deste artigo, em caso de penhora, honorários contratuais ou cessão parcial de crédito, hipóteses em que os correspondentes valores deverão ser considerados parte integrante do crédito do beneficiário.  
(...)",Sim,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 9º Na hipótese de reclamação plúrima, será considerado o valor devido a cada litisconsorte, expedindo-se, simultaneamente, se for o caso: 
(...)
§ 4º A elaboração e a apresentação do ofício precatório deverão observar: 
I - a preferência conferida ao crédito do beneficiário principal, decorrente do reconhecimento da condição de doente grave, idoso ou de pessoa com deficiência, nessa ordem;  
(...)",Sim,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 9º Na hipótese de reclamação plúrima, será considerado o valor devido a cada litisconsorte, expedindo-se, simultaneamente, se for o caso: 
(...)
§ 4º A elaboração e a apresentação do ofício precatório deverão observar: 
II – havendo mais de um credor na mesma modalidade de preferência, a idade do credor; e 
(...)",Sim,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 9º Na hipótese de reclamação plúrima, será considerado o valor devido a cada litisconsorte, expedindo-se, simultaneamente, se for o caso: 
(...)
§ 4º A elaboração e a apresentação do ofício precatório deverão observar: 
III – não se tratando da hipótese do § 3° deste artigo, a ordem crescente do valor a requisitar e, em caso de valores iguais, a maior idade do beneficiário.   
(...)",Sim,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 9º Na hipótese de reclamação plúrima, será considerado o valor devido a cada litisconsorte, expedindo-se, simultaneamente, se for o caso: 
(...)
§ 5º A elaboração das requisições de pequeno valor deverá observar, no que couber, as disposições do parágrafo anterior.  
(...)",Sim,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 9º Na hipótese de reclamação plúrima, será considerado o valor devido a cada litisconsorte, expedindo-se, simultaneamente, se for o caso: 
(...)
§ 6º Os valores devidos a terceiros, assim considerados os honorários sucumbenciais, periciais e contribuições previdenciárias, não se somam ao crédito principal para fins de classificação do requisitório de pequeno valor. ",Não é item de conformidade,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
Art. 10. A existência de óbice à elaboração e à apresentação do precatório ou de expedição de requisição de pequeno valor em favor de determinado credor não obsta a expedição dos ofícios dos demais credores.  ,Não é item de conformidade,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
Art. 11. É vedado requisitar pagamento em execução provisória.  ,Não é item de conformidade,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 12. Conforme o valor dos honorários sucumbenciais, o advogado fará jus à expedição de requisição de pequeno valor ou precatório, ambos autônomos em relação ao crédito devido ao exequente.
(...)  ",Não é item de conformidade,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 12. Conforme o valor dos honorários sucumbenciais, o advogado fará jus à expedição de requisição de pequeno valor ou precatório, ambos autônomos em relação ao crédito devido ao exequente.

§ 1º Os honorários sucumbenciais não deverão ser considerados parcela integrante do valor devido a cada credor para fins de classificação da requisição como de pequeno valor. 
(...)",Não é item de conformidade,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 12. Conforme o valor dos honorários sucumbenciais, o advogado fará jus à expedição de requisição de pequeno valor ou precatório, ambos autônomos em relação ao crédito devido ao exequente.
(...)
§ 2º Os honorários contratuais deverão ser considerados como parcela integrante do valor devido a cada credor, para fins de classificação da espécie da requisição.  
(...)",Não é item de conformidade,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 12. Conforme o valor dos honorários sucumbenciais, o advogado fará jus à expedição de requisição de pequeno valor ou precatório, ambos autônomos em relação ao crédito devido ao exequente.
(...)
§ 3º Em se tratando de requisição de pequeno valor decorrente de renúncia aos valores que superam o seu teto, o valor devido ao beneficiário, que inclui o valor dos honorários contratuais, não poderá ultrapassar o valor máximo estipulado para tal espécie de requisição.  
(...)",Não é item de conformidade,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 12. Conforme o valor dos honorários sucumbenciais, o advogado fará jus à expedição de requisição de pequeno valor ou precatório, ambos autônomos em relação ao crédito devido ao exequente.
(...)
§ 4º Tratando-se de ação coletiva, os honorários de sucumbência deverão ser considerados globalmente para efeito de definição da modalidade de requisição. 
(...)",Não é item de conformidade,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 12. Conforme o valor dos honorários sucumbenciais, o advogado fará jus à expedição de requisição de pequeno valor ou precatório, ambos autônomos em relação ao crédito devido ao exequente.
(...)
§ 5º Cumprido o art. 22, § 4º, da Lei nº 8.906, de 4 de julho de 1994, a informação quanto ao valor dos honorários contratuais integrará o precatório, realizando-se o pagamento da verba citada mediante dedução da quantia a ser paga ao beneficiário principal da requisição.  
(...)",Não é item de conformidade,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 12. Conforme o valor dos honorários sucumbenciais, o advogado fará jus à expedição de requisição de pequeno valor ou precatório, ambos autônomos em relação ao crédito devido ao exequente.
(...)
§ 6º Não constando do precatório a informação sobre o valor dos honorários contratuais, estes poderão ser pagos após a juntada do respectivo instrumento, até a liberação do crédito ao beneficiário originário, facultada ao Presidente do Tribunal a delegação da decisão ao juízo da execução.   ",Não é item de conformidade,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 13. O ofício precatório deverá ser expedido pelo juízo da execução ao Presidente do Tribunal por meio do sistema GPREC, contendo elementos que permitam aferir o momento de sua apresentação, e deverá receber numeração única própria, conforme disciplina a Resolução do CNJ nº 65/2008.
(...)  ",Sim,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 13. O ofício precatório deverá ser expedido pelo juízo da execução ao Presidente do Tribunal por meio do sistema GPREC, contendo elementos que permitam aferir o momento de sua apresentação, e deverá receber numeração única própria, conforme disciplina a Resolução do CNJ nº 65/2008.

Parágrafo único. Não estão sujeitos à expedição de precatórios os pagamentos de obrigações definidas em lei como de pequeno valor. ",Não é item de conformidade,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 14. Os ofícios precatórios deverão conter, além das informações do art. 6º da Resolução CNJ nº 303/2019, os dados bancários dos beneficiários, e caberá ao juízo da execução determinar a intimação dos beneficiários para que os informem. 
(...) ",Sim,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 14. Os ofícios precatórios deverão conter, além das informações do art. 6º da Resolução CNJ nº 303/2019, os dados bancários dos beneficiários, e caberá ao juízo da execução determinar a intimação dos beneficiários para que os informem. 

§ 1º Antes do envio da requisição, o juízo da execução intimará as partes para manifestação. 
(...)",Sim,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 14. Os ofícios precatórios deverão conter, além das informações do art. 6º da Resolução CNJ nº 303/2019, os dados bancários dos beneficiários, e caberá ao juízo da execução determinar a intimação dos beneficiários para que os informem. 
(...)
§ 2º A devolução do ofício precatório ao juízo da execução em virtude de fornecimento incompleto ou equivocado de dados ou documentos será feita por decisão do Presidente do Tribunal.  
(...)",Sim,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 14. Os ofícios precatórios deverão conter, além das informações do art. 6º da Resolução CNJ nº 303/2019, os dados bancários dos beneficiários, e caberá ao juízo da execução determinar a intimação dos beneficiários para que os informem. 
(...)
§ 3º Ocorrendo a devolução de que trata o § 2º deste artigo, a data de apresentação para efeito de inclusão do precatório na ordem cronológica será aquela do recebimento do ofício com as informações e documentação completas.  
(...)",Não é item de conformidade,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 15. Compete ao Presidente do Tribunal: 

a) examinar a regularidade formal da requisição, inclusive quanto à natureza do crédito;  
(...)",Sim,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 15. Compete ao Presidente do Tribunal: 
(...)
b) corrigir, de ofício ou a requerimento das partes, inexatidões materiais ou retificar erros de cálculos;   
(...)",Sim,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 15. Compete ao Presidente do Tribunal: 
(...)
c) expedir o ofício requisitório; 
(...)",Sim,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 15. Compete ao Presidente do Tribunal: 
(...)
d) zelar pela obediência à ordem cronológica de pagamento dos créditos;  
(...)",Sim,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 15. Compete ao Presidente do Tribunal: 
(...)
e) registrar a cessão de crédito e a penhora sobre o valor do precatório, quando comunicada sua ocorrência;  
(...)",Sim,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 15. Compete ao Presidente do Tribunal: 
(...)
f) decidir sobre impugnação aos cálculos do precatório e sobre o pedido de sequestro, nos termos desta Resolução e da Resolução CNJ nº 303/2019; 
(...)",Sim,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 15. Compete ao Presidente do Tribunal: 
(...)
g) processar e pagar o precatório, observadas as regras específicas desta Resolução e da Resolução CNJ nº 303/2019;  
(...)",Sim,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 15. Compete ao Presidente do Tribunal: 
(...)
h) velar pela efetividade, moralidade, impessoalidade, publicidade e transparência dos pagamentos efetuados.  
(...)",Sim,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 16. Ao credor de importância superior à estabelecida na definição de pequeno valor fica facultado renunciar ao crédito do valor excedente, a qualquer momento, e optar pelo pagamento por requisição de pequeno valor, dispensando o precatório.  
(...) ",Não é item de conformidade,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 16. Ao credor de importância superior à estabelecida na definição de pequeno valor fica facultado renunciar ao crédito do valor excedente, a qualquer momento, e optar pelo pagamento por requisição de pequeno valor, dispensando o precatório.  

§ 1° Quando se tratar de crédito de valor aproximado ao teto da obrigação de pequeno valor legalmente previsto, deverá o juízo da execução, antes da expedição do ofício precatório, consultar o credor quanto ao interesse em renunciar parcialmente ao crédito, de modo a afastar a necessidade de expedição de precatório.   
(...) ",Sim,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 16. Ao credor de importância superior à estabelecida na definição de pequeno valor fica facultado renunciar ao crédito do valor excedente, a qualquer momento, e optar pelo pagamento por requisição de pequeno valor, dispensando o precatório.  
(...)
§ 2º Na hipótese do § 1º deste artigo, e não havendo consulta pelo juízo da execução, deverá o Presidente do Tribunal ou o Juízo Auxiliar de Conciliação de Precatórios consultar o credor para os mesmos fins. 
(...) ",Sim,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 16. Ao credor de importância superior à estabelecida na definição de pequeno valor fica facultado renunciar ao crédito do valor excedente, a qualquer momento, e optar pelo pagamento por requisição de pequeno valor, dispensando o precatório.  
(...)
§ 3º Ainda que já expedido o precatório, o pedido deverá ser encaminhado para análise do juízo da execução que, na hipótese de homologação da renúncia, expedirá a RPV, comunicando à Presidência do Tribunal para que seja feito o cancelamento do precatório, se for o caso.  
(...) ",Sim,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 17. O Tribunal deverá comunicar, até 20 de julho de cada exercício: 

I – por ofício, ou meio eletrônico equivalente, à entidade devedora os precatórios apresentados até 1º de julho, com seu valor atualizado, acrescido de juros até essa data, visando a inclusão na proposta orçamentária do exercício subsequente;  
(...)",Sim,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 17. O Tribunal deverá comunicar, até 20 de julho de cada exercício: 
(...)
II – por ofício, ou por meio eletrônico equivalente, ao Tribunal de Justiça, as informações apontadas no inciso I deste artigo, quando o ente devedor estiver inserido no regime especial.  
(...)",Não,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 17. O Tribunal deverá comunicar, até 20 de julho de cada exercício: 
(...)
Parágrafo único. O Tribunal elaborará e encaminhará à Secretaria de Orçamento e Finanças do Conselho Superior da Justiça do Trabalho, no prazo informado pelo referido órgão, a relação dos débitos constantes dos precatórios em que a União - administração direta e indireta - for devedora, a serem incluídos na proposta orçamentária do exercício seguinte, devidamente atualizados até 30 de junho de cada exercício.  ",Não,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 18. Deverão os Tribunais, antes do pagamento do precatório ou da parcela superpreferencial, aferir a regularidade da situação cadastral do beneficiário na Receita Federal ou no Sistema Nacional de Informações de Registro Civil - SIRC, certificando nos autos, e autorizar, em qualquer caso, se houver, a liberação do valor correspondente à penhora, à cessão, e aos honorários sucumbenciais e contratuais.  
(...)",Não,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 18. Deverão os Tribunais, antes do pagamento do precatório ou da parcela superpreferencial, aferir a regularidade da situação cadastral do beneficiário na Receita Federal ou no Sistema Nacional de Informações de Registro Civil - SIRC, certificando nos autos, e autorizar, em qualquer caso, se houver, a liberação do valor correspondente à penhora, à cessão, e aos honorários sucumbenciais e contratuais.  

§ 1º No caso de falecimento do beneficiário, a sucessão processual competirá ao juízo da execução, que comunicará ao Presidente do Tribunal os novos beneficiários do crédito requisitado, inclusive os relativos aos novos honorários contratuais, se houver.  
(...)",Não,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 18. Deverão os Tribunais, antes do pagamento do precatório ou da parcela superpreferencial, aferir a regularidade da situação cadastral do beneficiário na Receita Federal ou no Sistema Nacional de Informações de Registro Civil - SIRC, certificando nos autos, e autorizar, em qualquer caso, se houver, a liberação do valor correspondente à penhora, à cessão, e aos honorários sucumbenciais e contratuais.  
(...)
§ 2º Antes da comunicação de que trata o parágrafo anterior, caberá ao juízo determinar a intimação da entidade devedora para ciência. 
(...)",Não é item de conformidade,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 18. Deverão os Tribunais, antes do pagamento do precatório ou da parcela superpreferencial, aferir a regularidade da situação cadastral do beneficiário na Receita Federal ou no Sistema Nacional de Informações de Registro Civil - SIRC, certificando nos autos, e autorizar, em qualquer caso, se houver, a liberação do valor correspondente à penhora, à cessão, e aos honorários sucumbenciais e contratuais.  
(...)
§ 3º Se constatada a abertura da sucessão ao tempo do pagamento, o precatório será suspenso e o respectivo valor provisionado, não impedindo o pagamento dos demais precatórios da ordem cronológica.   
(...)",Não é item de conformidade,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 19. O Tribunal poderá, independentemente do regime de pagamento de precatório, e desde que respeitada a cronologia, realizar pagamento parcial do precatório em caso de valor disponibilizado a menor.  ",Não é item de conformidade,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 20. É obrigatória a inclusão, no orçamento das entidades de direito público, de verba necessária ao pagamento de seus débitos, oriundos de sentenças transitadas em julgado, constantes de precatórios apresentados até 1º de julho (art. 100, § 5º, da Constituição Federal).  
(...) ",Não é item de conformidade,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 20. É obrigatória a inclusão, no orçamento das entidades de direito público, de verba necessária ao pagamento de seus débitos, oriundos de sentenças transitadas em julgado, constantes de precatórios apresentados até 1º de julho (art. 100, § 5º, da Constituição Federal).  

§ 1º Disponibilizado o valor requisitado atualizado (art. 100, § 12, da Constituição Federal), o Tribunal Regional do Trabalho, conforme o depósito, providenciará os pagamentos, observada a ordem cronológica.
(...)",Sim,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 20. É obrigatória a inclusão, no orçamento das entidades de direito público, de verba necessária ao pagamento de seus débitos, oriundos de sentenças transitadas em julgado, constantes de precatórios apresentados até 1º de julho (art. 100, § 5º, da Constituição Federal).  
(...)
§ 1º Disponibilizado o valor requisitado atualizado (art. 100, § 12, da Constituição Federal), o Tribunal Regional do Trabalho, conforme o depósito, providenciará os pagamentos, observada a ordem cronológica.
(...)",Não é item de conformidade,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
"Art. 20. É obrigatória a inclusão, no orçamento das entidades de direito público, de verba necessária ao pagamento de seus débitos, oriundos de sentenças transitadas em julgado, constantes de precatórios apresentados até 1º de julho (art. 100, § 5º, da Constituição Federal).  
(...)
§ 2º Não sendo disponibilizados os recursos necessários ao pagamento integral da dívida requisitada, o Presidente do Tribunal, após atualização, mandará certificar a inadimplência nos precatórios, cientificando o credor e a entidade devedora quanto às medidas previstas no art. 100, §§ 5º e 6º, da Constituição Federal.  
(...)",Sim,Resolução nº 314/2021 - CSJT,CSJT,Secretaria Geral da Presidência
